comp,y
Pr6Ho2Ti8O24,-5.389
Pr4Ho4Ti8O24,-5.327
Pr6Nd2Ti8O24,-5.517
Pr4Nd4Ti8O24,-5.381
Pr6Sm2Ti8O24,-5.539
Pr4Sm4Ti8O24,-5.329
Sr2Pr6Ti8O24,-5.212
Sr4Pr4Ti8O24,-4.887
Pr8Ti7Co1O24,-4.928
Pr8Ti6Co2O24,-4.571
Pr8Ti4Co4O24,-3.396
Pr8Ti7Cr1O24,-5.01
Pr8Ti6Cr2O24,-4.873
Pr8Ti4Cr4O24,-4.857
Pr8Ti7Fe1O24,-5.027
Pr8Ti6Fe2O24,-4.624
Pr8Ti4Fe4O24,-4.294
Pr8Mg1Ti7O24,-5.298
Pr8Mg2Ti6O24,-4.894
Pr8Mg4Ti4O24,-1.724
Pr8Ti7Mn1O24,-4.97
Pr8Ti6Mn2O24,-4.652
Pr8Ti4Mn4O24,-4.027
Pr8Ti7Ni1O24,-4.904
Pr8Ti6Ni2O24,-4.509
Pr8Ti4Ni4O24,-2.792
Ba4Pr4V8O24,-3.7
Pr6Dy2V8O24,-4.209
Pr4Dy4V8O24,-4.255
Pr6Gd2V8O24,-4.495
Pr4Gd4V8O24,-4.606
Pr6Ho2V8O24,-4.189
Pr4Ho4V8O24,-4.252
Pr6Nd2V8O24,-4.387
Pr4Nd4V8O24,-4.39
Pr6Sm2V8O24,-4.392
Pr4Sm4V8O24,-4.401
Sr2Pr6V8O24,-4.156
Pr8V7Co1O24,-4.215
Pr8V6Co2O24,-4.119
Pr8V4Co4O24,-3.669
Pr8V7Cr1O24,-4.323
Pr8V6Cr2O24,-4.144
Pr8V4Cr4O24,-4.15
Pr8V7Fe1O24,-4.243
Pr8V6Fe2O24,-4.217
Pr8V4Fe4O24,-3.949
Pr8Mg1V7O24,-4.198
Pr8Mg2V6O24,-3.809
Pr8Mg4V4O24,-3.393
Pr8Mn1V7O24,-4.094
Pr8Mn2V6O24,-3.965
Pr8Mn4V4O24,-3.806
Pr8V7Ni1O24,-4.183
Pr8V6Ni2O24,-3.834
Pr8V4Ni4O24,-3.512
Ba8Fe1Co7O24,-1.882
Ba8Fe2Co6O24,-1.81
Ba8Mn1Co7O24,-1.723
Ba8Mn2Co6O24,-1.724
Ba8Co7Ni1O24,-1.705
Ba8Co6Ni2O24,-1.63
Ba8Co4Ni4O24,-1.381
Ba8Mn7Co1O24,-1.58
Ba8Mn6Co2O24,-1.594
Ba8Mn4Co4O24,-1.504
Ba8Mn7Fe1O24,-1.534
Ba8Mn6Fe2O24,-1.512
Ba8Mn7Ni1O24,-1.521
Ba8Mn6Ni2O24,-1.46
Ba8Ni7Co1O24,-1.164
Ba8Ni6Co2O24,-1.262
Ba8Ni4Co4O24,-1.309
Ba8Fe1Ni7O24,-1.168
Ba8Fe2Ni6O24,-1.22
Ba8Mn1Ni7O24,-1.158
Ba8Mn2Ni6O24,-1.209
Ba8Mn4Ni4O24,-1.137
Ca8Fe1Co7O24,-2.219
Ca8Fe2Co6O24,-2.374
Ca8Mn1Co7O24,-1.913
Ca8Mn2Co6O24,-2.256
Ca8Co7Ni1O24,-2.101
Ca8Co6Ni2O24,-2.193
Ca8Co4Ni4O24,-2.052
Ca8Mn7Co1O24,-2.196
Ca8Mn6Co2O24,-2.187
Ca8Mn4Co4O24,-2.173
Ca8Mn7Fe1O24,-2.224
Ca8Mn6Fe2O24,-2.218
Ca8Mn7Ni1O24,-2.136
Ca8Mn6Ni2O24,-2.086
Ca8Mn4Ni4O24,-1.967
Ca8Ni7Co1O24,-1.9
Ca8Ni6Co2O24,-1.955
Ca8Ni4Co4O24,-2.045
Ca8Fe1Ni7O24,-1.767
Ca8Fe2Ni6O24,-1.929
Ca8Mn1Ni7O24,-1.865
Ca8Mn2Ni6O24,-1.887
Sr8Fe1Co7O24,-2.035
Sr8Mn1Co7O24,-1.962
Sr8Mn2Co6O24,-1.902
Sr8Mn4Co4O24,-1.79
Sr8Co7Ni1O24,-1.916
Sr8Co6Ni2O24,-1.838
Sr8Co4Ni4O24,-1.666
Sr8Mn7Co1O24,-1.817
Sr8Mn6Co2O24,-1.806
Sr8Mn7Fe1O24,-1.789
Sr8Mn6Fe2O24,-1.793
Sr8Mn7Ni1O24,-1.761
Sr8Mn6Ni2O24,-1.705
Sr8Mn4Ni4O24,-1.571
Sr8Ni7Co1O24,-1.45
Sr8Ni6Co2O24,-1.542
Sr8Ni4Co4O24,-1.661
Sr8Fe1Ni7O24,-1.46
Sr8Fe2Ni6O24,-1.52
Sr8Mn1Ni7O24,-1.433
Sr8Mn2Ni6O24,-1.465
Ca4Ba4Fe1Co7O24,-2.077
La4Ba4Fe1Co7O24,-2.663
Pr4Ba4Fe1Co7O24,-2.261
Sr4Ba4Fe1Co7O24,-1.872
Y4Ba4Fe1Co7O24,-2.169
Ca4Ba4Fe2Co6O24,-2.07
La4Ba4Fe2Co6O24,-2.767
Pr4Ba4Fe2Co6O24,-2.35
Sr4Ba4Fe2Co6O24,-1.849
Y4Ba4Fe2Co6O24,-2.285
Ca4Ba4Mn1Co7O24,-1.999
La4Ba4Mn1Co7O24,-2.656
Pr4Ba4Mn1Co7O24,-2.265
Sr4Ba4Mn1Co7O24,-1.799
Y4Ba4Mn1Co7O24,-2.206
Ca4Ba4Mn2Co6O24,-1.931
La4Ba4Mn2Co6O24,-2.641
Pr4Ba4Mn2Co6O24,-2.242
Sr4Ba4Mn2Co6O24,-1.816
Y4Ba4Mn2Co6O24,-2.156
La4Ba4Mn4Co4O24,-2.601
Pr4Ba4Mn4Co4O24,-2.103
Ca4Ba4Co7Ni1O24,-1.973
La4Ba4Co7Ni1O24,-2.606
Pr4Ba4Co7Ni1O24,-2.186
Sr4Ba4Co7Ni1O24,-1.779
Y4Ba4Co7Ni1O24,-2.155
Ca4Ba4Co6Ni2O24,-1.914
La4Ba4Co6Ni2O24,-2.528
Pr4Ba4Co6Ni2O24,-2.101
Sr4Ba4Co6Ni2O24,-1.705
Y4Ba4Co6Ni2O24,-2.063
Ca4Ba4Co4Ni4O24,-1.747
La4Ba4Co4Ni4O24,-2.412
Pr4Ba4Co4Ni4O24,-1.847
Sr4Ba4Co4Ni4O24,-1.521
Y4Ba4Co4Ni4O24,-1.892
Ca4Ba4Mn7Co1O24,-1.881
La4Ba4Mn7Co1O24,-2.829
Pr4Ba4Mn7Co1O24,-2.392
Sr4Ba4Mn7Co1O24,-1.687
Y4Ba4Mn7Co1O24,-2.429
Ca4Ba4Mn6Co2O24,-1.869
La4Ba4Mn6Co2O24,-2.719
Pr4Ba4Mn6Co2O24,-2.302
Sr4Ba4Mn6Co2O24,-1.783
Y4Ba4Mn6Co2O24,-2.396
Ca4Ba4Mn4Co4O24,-1.806
Sr4Ba4Mn4Co4O24,-1.688
Y4Ba4Mn4Co4O24,-2.217
Ca4Ba4Mn7Fe1O24,-1.852
La4Ba4Mn7Fe1O24,-3.058
Pr4Ba4Mn7Fe1O24,-2.385
Sr4Ba4Mn7Fe1O24,-1.662
Y4Ba4Mn7Fe1O24,-2.572
Ca4Ba4Mn6Fe2O24,-1.842
La4Ba4Mn6Fe2O24,-2.819
Pr4Ba4Mn6Fe2O24,-2.394
Sr4Ba4Mn6Fe2O24,-1.644
Y4Ba4Mn6Fe2O24,-2.576
Ca4Ba4Mn7Ni1O24,-1.839
La4Ba4Mn7Ni1O24,-2.679
Pr4Ba4Mn7Ni1O24,-2.272
Sr4Ba4Mn7Ni1O24,-1.657
Y4Ba4Mn7Ni1O24,-2.454
Ca4Ba4Mn6Ni2O24,-1.802
La4Ba4Mn6Ni2O24,-2.582
Pr4Ba4Mn6Ni2O24,-2.155
Sr4Ba4Mn6Ni2O24,-1.6
Y4Ba4Mn6Ni2O24,-2.308
La4Ba4Mn4Ni4O24,-2.117
Pr4Ba4Mn4Ni4O24,-1.693
Y4Ba4Mn4Ni4O24,-1.837
Ca4Ba4Ni7Co1O24,-1.516
La4Ba4Ni7Co1O24,-2.046
Pr4Ba4Ni7Co1O24,-1.562
Sr4Ba4Ni7Co1O24,-1.301
Y4Ba4Ni7Co1O24,-1.701
Ca4Ba4Ni6Co2O24,-1.619
La4Ba4Ni6Co2O24,-2.143
Pr4Ba4Ni6Co2O24,-1.665
Sr4Ba4Ni6Co2O24,-1.404
Y4Ba4Ni6Co2O24,-1.664
Ca4Ba4Ni4Co4O24,-1.747
La4Ba4Ni4Co4O24,-2.406
Pr4Ba4Ni4Co4O24,-1.954
Sr4Ba4Ni4Co4O24,-1.521
Y4Ba4Ni4Co4O24,-1.904
Ca4Ba4Fe1Ni7O24,-1.526
La4Ba4Fe1Ni7O24,-2.052
Pr4Ba4Fe1Ni7O24,-1.575
Sr4Ba4Fe1Ni7O24,-1.308
Y4Ba4Fe1Ni7O24,-1.7
Ca4Ba4Fe2Ni6O24,-1.587
La4Ba4Fe2Ni6O24,-2.126
Pr4Ba4Fe2Ni6O24,-1.638
Sr4Ba4Fe2Ni6O24,-1.368
Y4Ba4Fe2Ni6O24,-1.741
Ca4Ba4Mn1Ni7O24,-1.531
La4Ba4Mn1Ni7O24,-1.994
Pr4Ba4Mn1Ni7O24,-1.526
Sr4Ba4Mn1Ni7O24,-1.286
Y4Ba4Mn1Ni7O24,-1.674
Ca4Ba4Mn2Ni6O24,-1.563
La4Ba4Mn2Ni6O24,-2.037
Pr4Ba4Mn2Ni6O24,-1.58
Sr4Ba4Mn2Ni6O24,-1.341
Y4Ba4Mn2Ni6O24,-1.75
Ca4Ba4Mn4Ni4O24,-1.72
Sr4Ba4Mn4Ni4O24,-1.455
Ba4Ca4Fe1Co7O24,-2.049
La4Ca4Fe1Co7O24,-2.768
Pr4Ca4Fe1Co7O24,-2.412
Sr4Ca4Fe1Co7O24,-2.15
Y4Ca4Fe1Co7O24,-2.447
Ba4Ca4Fe2Co6O24,-2.075
La4Ca4Fe2Co6O24,-3.046
Pr4Ca4Fe2Co6O24,-2.772
Sr4Ca4Fe2Co6O24,-2.222
Y4Ca4Fe2Co6O24,-2.529
Ba4Ca4Mn1Co7O24,-1.97
La4Ca4Mn1Co7O24,-2.761
Pr4Ca4Mn1Co7O24,-2.415
Sr4Ca4Mn1Co7O24,-2.087
Y4Ca4Mn1Co7O24,-2.439
Ba4Ca4Mn2Co6O24,-1.939
La4Ca4Mn2Co6O24,-2.906
Pr4Ca4Mn2Co6O24,-2.629
Sr4Ca4Mn2Co6O24,-2.085
Y4Ca4Mn2Co6O24,-2.777
Ba4Ca4Mn4Co4O24,-1.808
La4Ca4Mn4Co4O24,-2.876
Ba4Ca4Co7Ni1O24,-1.95
La4Ca4Co7Ni1O24,-2.687
Pr4Ca4Co7Ni1O24,-2.302
Sr4Ca4Co7Ni1O24,-2.038
Y4Ca4Co7Ni1O24,-2.345
Ba4Ca4Co6Ni2O24,-1.915
La4Ca4Co6Ni2O24,-2.766
Pr4Ca4Co6Ni2O24,-2.462
Sr4Ca4Co6Ni2O24,-2.035
Y4Ca4Co6Ni2O24,-2.615
Ba4Ca4Co4Ni4O24,-1.706
La4Ca4Co4Ni4O24,-2.634
Pr4Ca4Co4Ni4O24,-2.324
Sr4Ca4Co4Ni4O24,-1.876
Y4Ca4Co4Ni4O24,-2.47
Ba4Ca4Mn7Co1O24,-1.884
La4Ca4Mn7Co1O24,-3.265
Pr4Ca4Mn7Co1O24,-2.954
Sr4Ca4Mn7Co1O24,-2.048
Y4Ca4Mn7Co1O24,-3.031
Ba4Ca4Mn6Co2O24,-1.869
La4Ca4Mn6Co2O24,-3.149
Pr4Ca4Mn6Co2O24,-2.85
Sr4Ca4Mn6Co2O24,-1.997
Y4Ca4Mn6Co2O24,-3.045
Pr4Ca4Mn4Co4O24,-2.593
Sr4Ca4Mn4Co4O24,-1.97
Y4Ca4Mn4Co4O24,-2.763
Ba4Ca4Mn7Fe1O24,-1.852
La4Ca4Mn7Fe1O24,-3.301
Pr4Ca4Mn7Fe1O24,-3.001
Sr4Ca4Mn7Fe1O24,-1.993
Y4Ca4Mn7Fe1O24,-3.341
Ba4Ca4Mn6Fe2O24,-1.843
La4Ca4Mn6Fe2O24,-3.263
Pr4Ca4Mn6Fe2O24,-2.976
Sr4Ca4Mn6Fe2O24,-1.999
Y4Ca4Mn6Fe2O24,-3.338
Ba4Ca4Mn7Ni1O24,-1.832
La4Ca4Mn7Ni1O24,-3.187
Pr4Ca4Mn7Ni1O24,-2.919
Sr4Ca4Mn7Ni1O24,-1.942
Y4Ca4Mn7Ni1O24,-3.117
Ba4Ca4Mn6Ni2O24,-1.8
La4Ca4Mn6Ni2O24,-3.007
Pr4Ca4Mn6Ni2O24,-2.868
Sr4Ca4Mn6Ni2O24,-1.9
Y4Ca4Mn6Ni2O24,-2.951
Ba4Ca4Mn4Ni4O24,-1.685
La4Ca4Mn4Ni4O24,-2.379
Pr4Ca4Mn4Ni4O24,-2.103
Sr4Ca4Mn4Ni4O24,-1.786
Y4Ca4Mn4Ni4O24,-2.336
Ba4Ca4Ni7Co1O24,-1.515
La4Ca4Ni7Co1O24,-2.231
Pr4Ca4Ni7Co1O24,-1.879
Sr4Ca4Ni7Co1O24,-1.676
Y4Ca4Ni7Co1O24,-2.029
Ba4Ca4Ni6Co2O24,-1.615
La4Ca4Ni6Co2O24,-2.354
Pr4Ca4Ni6Co2O24,-2.012
Sr4Ca4Ni6Co2O24,-1.766
Y4Ca4Ni6Co2O24,-2.189
Ba4Ca4Ni4Co4O24,-1.738
La4Ca4Ni4Co4O24,-2.634
Pr4Ca4Ni4Co4O24,-2.316
Sr4Ca4Ni4Co4O24,-1.874
Y4Ca4Ni4Co4O24,-2.215
Ba4Ca4Fe1Ni7O24,-1.527
La4Ca4Fe1Ni7O24,-2.241
Pr4Ca4Fe1Ni7O24,-1.9
Sr4Ca4Fe1Ni7O24,-1.676
Y4Ca4Fe1Ni7O24,-2.047
Ba4Ca4Fe2Ni6O24,-1.582
La4Ca4Fe2Ni6O24,-2.366
Pr4Ca4Fe2Ni6O24,-2.026
Sr4Ca4Fe2Ni6O24,-1.737
Y4Ca4Fe2Ni6O24,-2.188
Ba4Ca4Mn1Ni7O24,-1.509
La4Ca4Mn1Ni7O24,-2.175
Pr4Ca4Mn1Ni7O24,-1.838
Sr4Ca4Mn1Ni7O24,-1.66
Y4Ca4Mn1Ni7O24,-1.999
Ba4Ca4Mn2Ni6O24,-1.559
La4Ca4Mn2Ni6O24,-2.247
Pr4Ca4Mn2Ni6O24,-1.935
Sr4Ca4Mn2Ni6O24,-1.691
Y4Ca4Mn2Ni6O24,-2.129
Ba4Sr4Fe1Co7O24,-1.872
Ca4Sr4Fe1Co7O24,-2.214
La4Sr4Fe1Co7O24,-2.863
Pr4Sr4Fe1Co7O24,-2.476
Y4Sr4Fe1Co7O24,-2.326
Ca4Sr4Fe2Co6O24,-2.217
La4Sr4Fe2Co6O24,-2.927
Pr4Sr4Fe2Co6O24,-2.41
Y4Sr4Fe2Co6O24,-2.453
Ba4Sr4Mn1Co7O24,-1.82
Ca4Sr4Mn1Co7O24,-2.131
La4Sr4Mn1Co7O24,-2.796
Pr4Sr4Mn1Co7O24,-2.409
Y4Sr4Mn1Co7O24,-2.332
Ba4Sr4Mn2Co6O24,-1.751
Ca4Sr4Mn2Co6O24,-2.081
La4Sr4Mn2Co6O24,-2.784
Pr4Sr4Mn2Co6O24,-2.406
Y4Sr4Mn2Co6O24,-2.563
Ca4Sr4Mn4Co4O24,-1.97
Ba4Sr4Co7Ni1O24,-1.782
Ca4Sr4Co7Ni1O24,-2.111
La4Sr4Co7Ni1O24,-2.743
Pr4Sr4Co7Ni1O24,-2.354
Y4Sr4Co7Ni1O24,-2.274
Ba4Sr4Co6Ni2O24,-1.708
Ca4Sr4Co6Ni2O24,-2.033
La4Sr4Co6Ni2O24,-2.664
Pr4Sr4Co6Ni2O24,-2.262
Y4Sr4Co6Ni2O24,-2.148
Ba4Sr4Co4Ni4O24,-1.502
Ca4Sr4Co4Ni4O24,-1.88
La4Sr4Co4Ni4O24,-2.511
Pr4Sr4Co4Ni4O24,-2.11
Y4Sr4Co4Ni4O24,-2.009
Ba4Sr4Mn7Co1O24,-1.985
Ca4Sr4Mn7Co1O24,-2
La4Sr4Mn7Co1O24,-3.126
Pr4Sr4Mn7Co1O24,-2.691
Y4Sr4Mn7Co1O24,-2.774
Ba4Sr4Mn6Co2O24,-1.684
Ca4Sr4Mn6Co2O24,-2.001
La4Sr4Mn6Co2O24,-2.975
Pr4Sr4Mn6Co2O24,-2.572
Y4Sr4Mn6Co2O24,-2.77
Ba4Sr4Mn4Co4O24,-1.631
La4Sr4Mn4Co4O24,-2.764
Pr4Sr4Mn4Co4O24,-2.373
Y4Sr4Mn4Co4O24,-2.476
Ba4Sr4Mn7Fe1O24,-1.652
Ca4Sr4Mn7Fe1O24,-2.065
La4Sr4Mn7Fe1O24,-3.105
Pr4Sr4Mn7Fe1O24,-2.686
Y4Sr4Mn7Fe1O24,-2.925
Ba4Sr4Mn6Fe2O24,-1.653
Ca4Sr4Mn6Fe2O24,-1.991
La4Sr4Mn6Fe2O24,-3.07
Pr4Sr4Mn6Fe2O24,-2.666
Y4Sr4Mn6Fe2O24,-2.902
Ba4Sr4Mn7Ni1O24,-1.644
Ca4Sr4Mn7Ni1O24,-1.944
La4Sr4Mn7Ni1O24,-2.975
Pr4Sr4Mn7Ni1O24,-2.593
Y4Sr4Mn7Ni1O24,-2.813
Ba4Sr4Mn6Ni2O24,-1.6
Ca4Sr4Mn6Ni2O24,-1.899
La4Sr4Mn6Ni2O24,-3.052
Pr4Sr4Mn6Ni2O24,-2.448
Y4Sr4Mn6Ni2O24,-2.65
Ba4Sr4Mn4Ni4O24,-1.454
Ca4Sr4Mn4Ni4O24,-1.789
La4Sr4Mn4Ni4O24,-2.223
Pr4Sr4Mn4Ni4O24,-1.835
Y4Sr4Mn4Ni4O24,-2.037
Ba4Sr4Ni7Co1O24,-1.301
Ca4Sr4Ni7Co1O24,-1.673
La4Sr4Ni7Co1O24,-2.085
Pr4Sr4Ni7Co1O24,-1.67
Y4Sr4Ni7Co1O24,-1.728
Ba4Sr4Ni6Co2O24,-1.405
Ca4Sr4Ni6Co2O24,-1.766
La4Sr4Ni6Co2O24,-2.216
Pr4Sr4Ni6Co2O24,-1.798
Y4Sr4Ni6Co2O24,-1.943
Ba4Sr4Ni4Co4O24,-1.524
Ca4Sr4Ni4Co4O24,-1.869
La4Sr4Ni4Co4O24,-2.515
Pr4Sr4Ni4Co4O24,-2.11
Y4Sr4Ni4Co4O24,-1.999
Ba4Sr4Fe1Ni7O24,-1.307
Ca4Sr4Fe1Ni7O24,-1.686
La4Sr4Fe1Ni7O24,-2.112
Pr4Sr4Fe1Ni7O24,-1.688
Y4Sr4Fe1Ni7O24,-1.82
Ba4Sr4Fe2Ni6O24,-1.367
Ca4Sr4Fe2Ni6O24,-1.74
La4Sr4Fe2Ni6O24,-2.223
Pr4Sr4Fe2Ni6O24,-1.803
Y4Sr4Fe2Ni6O24,-1.93
Ba4Sr4Mn1Ni7O24,-1.288
Ca4Sr4Mn1Ni7O24,-1.658
La4Sr4Mn1Ni7O24,-2.034
Pr4Sr4Mn1Ni7O24,-1.629
Y4Sr4Mn1Ni7O24,-1.773
Ba4Ba4Mn2Fe6O24,-1.341
Ca4Ba4Mn2Fe6O24,-1.698
La4Ba4Mn2Fe6O24,-2.109
Pr4Ba4Mn2Fe6O24,-1.708
Y4Ba4Mn2Fe6O24,-1.868
Ba8Al1Co7O24,-1.572
Ba8Al2Co6O24,-1.667
Ba8Al4Co4O24,-1.31
Ba8Ga1Co7O24,-1.541
Ba8Ga2Co6O24,-1.628
Ba8Ga4Co4O24,-1.262
Ba8In1Co7O24,-1.65
Ba8In2Co6O24,-1.637
Ba8In4Co4O24,-1.127
Ba8Sc1Co7O24,-1.801
Ba8Sc2Co6O24,-1.704
Ba8Sc4Co4O24,-1.358
Ba8Y1Co7O24,-1.72
Ba8Y2Co6O24,-1.649
Ba8Y4Co4O24,-1.238
Sr8Al1Co7O24,-1.898
Sr8Al2Co6O24,-1.818
Sr8Al4Co4O24,-1.658
Sr8Ga1Co7O24,-1.853
Sr8Ga2Co6O24,-1.703
Sr8Ga4Co4O24,-1.405
Sr8In1Co7O24,-1.828
Sr8In2Co6O24,-1.708
Sr8In4Co4O24,-1.291
Sr8Sc1Co7O24,-1.895
Sr8Sc4Co4O24,-1.528
Sr8Y1Co7O24,-1.852
Sr8Y2Co6O24,-1.765
Sr8Y4Co4O24,-1.349
Sr2Ba6Al1Co7O24,-1.771
Sr2Ba6Al2Co6O24,-1.764
Sr2Ba6Al4Co4O24,-1.396
Sr2Ba6Ga1Co7O24,-1.728
Sr2Ba6Ga2Co6O24,-1.617
Sr2Ba6Ga4Co4O24,-1.324
Sr2Ba6In1Co7O24,-1.722
Sr2Ba6In2Co6O24,-1.622
Sr2Ba6In4Co4O24,-1.164
Sr2Ba6Sc1Co7O24,-1.798
Sr2Ba6Sc2Co6O24,-1.713
Sr2Ba6Sc4Co4O24,-1.397
Sr2Ba6Y1Co7O24,-1.842
Sr2Ba6Y2Co6O24,-1.709
Sr2Ba6Y4Co4O24,-1.264
Sr4Ba4Al1Co7O24,-1.752
Sr4Ba4Al2Co6O24,-1.665
Sr4Ba4Al4Co4O24,-1.456
Sr4Ba4Ga1Co7O24,-1.681
Sr4Ba4Ga2Co6O24,-1.638
Sr4Ba4Ga4Co4O24,-1.281
Sr4Ba4In1Co7O24,-1.763
Sr4Ba4In2Co6O24,-1.628
Sr4Ba4In4Co4O24,-1.212
Sr4Ba4Sc1Co7O24,-1.776
Sr4Ba4Sc2Co6O24,-1.73
Sr4Ba4Sc4Co4O24,-1.425
Sr4Ba4Y1Co7O24,-1.839
Sr4Ba4Y2Co6O24,-1.698
Sr4Ba4Y4Co4O24,-1.296
Ba8Al1Fe7O24,-1.629
Ba8Al2Fe6O24,-1.593
Ba8Al4Fe4O24,-1.286
Ba8Ga1Fe7O24,-1.564
Ba8Ga2Fe6O24,-1.394
Ba8Ga4Fe4O24,-1.08
Ba8In1Fe7O24,-1.58
Ba8In2Fe6O24,-1.411
Ba8In4Fe4O24,-1.036
Ba8Sc1Fe7O24,-1.788
Ba8Sc2Fe6O24,-1.569
Ba8Sc4Fe4O24,-1.506
Ba8Y1Fe7O24,-1.706
Ba8Y2Fe6O24,-1.498
Ba8Y4Fe4O24,-1.423
Sr8Al1Fe7O24,-2.138
Sr8Al2Fe6O24,-2.055
Sr8Al4Fe4O24,-1.745
Sr8Ga1Fe7O24,-2.097
Sr8Ga2Fe6O24,-1.998
Sr8Ga4Fe4O24,-1.437
Sr8In1Fe7O24,-2.093
Sr8In2Fe6O24,-1.901
Sr8In4Fe4O24,-1.314
Sr8Sc1Fe7O24,-2.083
Sr8Sc2Fe6O24,-2.013
Sr8Sc4Fe4O24,-1.689
Sr8Y1Fe7O24,-2.085
Sr8Y2Fe6O24,-1.846
Sr8Y4Fe4O24,-1.543
Sr2Ba6Al1Fe7O24,-1.764
Sr2Ba6Al2Fe6O24,-1.721
Sr2Ba6Al4Fe4O24,-1.381
Sr2Ba6Ga1Fe7O24,-1.689
Sr2Ba6Ga2Fe6O24,-1.609
Sr2Ba6Ga4Fe4O24,-1.183
Sr2Ba6In1Fe7O24,-1.719
Sr2Ba6In2Fe6O24,-1.522
Sr2Ba6In4Fe4O24,-1.107
Sr2Ba6Sc1Fe7O24,-1.905
Sr2Ba6Sc2Fe6O24,-1.642
Sr2Ba6Sc4Fe4O24,-1.555
Sr2Ba6Y1Fe7O24,-1.851
Sr2Ba6Y2Fe6O24,-1.551
Sr2Ba6Y4Fe4O24,-1.456
Sr4Ba4Al1Fe7O24,-1.9
Sr4Ba4Al2Fe6O24,-1.868
Sr4Ba4Al4Fe4O24,-1.483
Sr4Ba4Ga1Fe7O24,-1.813
Sr4Ba4Ga2Fe6O24,-1.731
Sr4Ba4Ga4Fe4O24,-1.281
Sr4Ba4In1Fe7O24,-1.845
Sr4Ba4In2Fe6O24,-1.64
Sr4Ba4In4Fe4O24,-1.145
Sr4Ba4Sc1Fe7O24,-1.969
Sr4Ba4Sc2Fe6O24,-1.752
Sr4Ba4Sc4Fe4O24,-1.596
Sr4Ba4Y1Fe7O24,-1.904
Sr4Ba4Y2Fe6O24,-1.617
Sr4Ba4Y4Fe4O24,-1.481
Ba8Al1Ni7O24,-1.107
Ba8Al2Ni6O24,-1.098
Ba8Al4Ni4O24,-1.032
Ba8Ga1Ni7O24,-1.064
Ba8Ga2Ni6O24,-1.019
Ba8Ga4Ni4O24,-0.86
Ba8In1Ni7O24,-1.074
Ba8In2Ni6O24,-1.02
Ba8In4Ni4O24,-0.815
Ba8Sc1Ni7O24,-1.163
Ba8Sc2Ni6O24,-1.145
Ba8Sc4Ni4O24,-1.03
Ba8Y1Ni7O24,-1.147
Ba8Y2Ni6O24,-1.204
Ba8Y4Ni4O24,-0.936
Sr8Al1Ni7O24,-1.389
Sr8Al2Ni6O24,-1.354
Sr8Al4Ni4O24,-1.294
Sr8Ga1Ni7O24,-1.343
Sr8Ga2Ni6O24,-1.267
Sr8Ga4Ni4O24,-1.113
Sr8In1Ni7O24,-1.311
Sr8In2Ni6O24,-1.214
Sr8In4Ni4O24,-0.992
Sr8Sc1Ni7O24,-1.396
Sr8Sc2Ni6O24,-1.327
Sr8Sc4Ni4O24,-1.173
Sr8Y1Ni7O24,-1.354
Sr8Y2Ni6O24,-1.25
Sr8Y4Ni4O24,-1.054
Sr2Ba6Al1Ni7O24,-1.174
Sr2Ba6Al2Ni6O24,-1.16
Sr2Ba6Al4Ni4O24,-1.112
Sr2Ba6Ga1Ni7O24,-1.137
Sr2Ba6Ga2Ni6O24,-1.079
Sr2Ba6Ga4Ni4O24,-0.936
Sr2Ba6In1Ni7O24,-1.133
Sr2Ba6In2Ni6O24,-1.064
Sr2Ba6In4Ni4O24,-0.871
Sr2Ba6Sc1Ni7O24,-1.22
Sr2Ba6Sc2Ni6O24,-1.187
Sr2Ba6Sc4Ni4O24,-1.074
Sr2Ba6Y1Ni7O24,-1.198
Sr2Ba6Y2Ni6O24,-1.218
Sr2Ba6Y4Ni4O24,-0.972
Sr4Ba4Al1Ni7O24,-1.235
Sr4Ba4Al2Ni6O24,-1.238
Sr4Ba4Al4Ni4O24,-1.17
Sr4Ba4Ga1Ni7O24,-1.201
Sr4Ba4Ga2Ni6O24,-1.147
Sr4Ba4Ga4Ni4O24,-0.985
Sr4Ba4In1Ni7O24,-1.192
Sr4Ba4In2Ni6O24,-1.119
Sr4Ba4In4Ni4O24,-0.915
Sr4Ba4Sc1Ni7O24,-1.278
Sr4Ba4Sc2Ni6O24,-1.239
Sr4Ba4Sc4Ni4O24,-1.119
Sr4Ba4Y1Ni7O24,-1.253
Sr4Ba4Y2Ni6O24,-1.184
Sr4Ba4Y4Ni4O24,-0.997
Sr8Nb1Co7O24,-2.083
Sr8Nb1Ta1Co6O24,-2.178
Sr8Nb2Co6O24,-2.136
Sr8Nb4Co4O24,-2.737
Sr8Nb6Co2O24,-4.028
Sr8Nb7Co1O24,-4.423
Sr8Ta1Co7O24,-2.107
Sr8Ta2Co6O24,-2.183
Ba8Co8O24,-1.913
Ba8Fe7Co1O24,-1.78
Ba8Fe6Co2O24,-1.733
Ba8Fe4Co4O24,-1.658
Ba8Mn8O24,-1.581
Ba8Mn1Fe7O24,-1.706
Ba8Mn2Fe6O24,-1.65
Ba8Mn4Fe4O24,-1.369
Ba8Ni8O24,-1.117
Ba8Fe7Ni1O24,-1.675
Ba8Fe6Ni2O24,-1.38
Ba8Fe4Ni4O24,-1.274
Ba2Sr6Co8O24,-1.935
Ba2Sr6Fe7Co1O24,-2.043
