epoch,loss,data,set
1,3.4148757457733154,0,train
1,4.2638139724731445,0,validation
1,0.8588137030601501,1,train
1,0.8838226199150085,1,validation
1,210.7046356201172,2,train
1,198.71632385253906,2,validation
2,17.579586029052734,0,train
2,24.623489379882812,0,validation
2,0.5445748567581177,1,train
2,0.5614980459213257,1,validation
2,138.49951171875,2,train
2,129.7064971923828,2,validation
3,20.048755645751953,0,train
3,29.027084350585938,0,validation
3,0.3464353382587433,1,train
3,0.3345053493976593,1,validation
3,111.12596893310547,2,train
3,103.49138641357422,2,validation
4,19.12959098815918,0,train
4,28.859973907470703,0,validation
4,0.29103702306747437,1,train
4,0.29106369614601135,1,validation
4,95.23001861572266,2,train
4,91.06963348388672,2,validation
5,18.99240493774414,0,train
5,29.964372634887695,0,validation
5,0.25541648268699646,1,train
5,0.2611982226371765,1,validation
5,84.08877563476562,2,train
5,83.18818664550781,2,validation
6,18.10196876525879,0,train
6,29.532958984375,0,validation
6,0.23044291138648987,1,train
6,0.23893383145332336,1,validation
6,76.20465850830078,2,train
6,78.56443786621094,2,validation
7,16.79193687438965,0,train
7,28.477500915527344,0,validation
7,0.2229042947292328,1,train
7,0.23281922936439514,1,validation
7,70.20056915283203,2,train
7,75.30326080322266,2,validation
8,15.581443786621094,0,train
8,27.453794479370117,0,validation
8,0.1884402334690094,1,train
8,0.20513291656970978,1,validation
8,65.83628845214844,2,train
8,71.63858032226562,2,validation
9,14.568361282348633,0,train
9,26.717243194580078,0,validation
9,0.17545296251773834,1,train
9,0.1950276494026184,1,validation
9,62.673187255859375,2,train
9,69.54548645019531,2,validation
10,13.328405380249023,0,train
10,25.40996551513672,0,validation
10,0.19362373650074005,1,train
10,0.22023020684719086,1,validation
10,60.04048156738281,2,train
10,67.53651428222656,2,validation
11,12.22564697265625,0,train
11,24.104734420776367,0,validation
11,0.1791059523820877,1,train
11,0.20493504405021667,1,validation
11,57.75410079956055,2,train
11,65.442138671875,2,validation
12,11.27588939666748,0,train
12,23.143415451049805,0,validation
12,0.15667268633842468,1,train
12,0.18718591332435608,1,validation
12,55.940086364746094,2,train
12,63.87686538696289,2,validation
13,10.292712211608887,0,train
13,22.10003662109375,0,validation
13,0.15284940600395203,1,train
13,0.19014115631580353,1,validation
13,54.299713134765625,2,train
13,62.47648620605469,2,validation
14,9.372160911560059,0,train
14,20.849681854248047,0,validation
14,0.14797687530517578,1,train
14,0.18735957145690918,1,validation
14,52.74232864379883,2,train
14,60.76611328125,2,validation
15,8.676642417907715,0,train
15,20.290925979614258,0,validation
15,0.15541300177574158,1,train
15,0.18746009469032288,1,validation
15,51.82468032836914,2,train
15,60.144832611083984,2,validation
16,7.7197794914245605,0,train
16,19.04955291748047,0,validation
16,0.14569222927093506,1,train
16,0.1837504655122757,1,validation
16,49.955692291259766,2,train
16,57.88140869140625,2,validation
17,6.92005729675293,0,train
17,18.254444122314453,0,validation
17,0.1422179490327835,1,train
17,0.18002727627754211,1,validation
17,48.63676452636719,2,train
17,56.608253479003906,2,validation
18,5.915741920471191,0,train
18,17.01209259033203,0,validation
18,0.14157164096832275,1,train
18,0.17541834712028503,1,validation
18,47.43279266357422,2,train
18,54.60011672973633,2,validation
19,5.317892074584961,0,train
19,16.49697494506836,0,validation
19,0.15115925669670105,1,train
19,0.19016708433628082,1,validation
19,46.239410400390625,2,train
19,53.76952362060547,2,validation
20,4.346104145050049,0,train
20,15.144537925720215,0,validation
20,0.14013074338436127,1,train
20,0.17514853179454803,1,validation
20,44.562538146972656,2,train
20,52.04207229614258,2,validation
21,3.428879976272583,0,train
21,14.042681694030762,0,validation
21,0.12927167117595673,1,train
21,0.17852361500263214,1,validation
21,43.438812255859375,2,train
21,50.6156120300293,2,validation
22,2.8030219078063965,0,train
22,13.607915878295898,0,validation
22,0.1318589150905609,1,train
22,0.17691178619861603,1,validation
22,42.10166549682617,2,train
22,49.59653854370117,2,validation
23,2.162240982055664,0,train
23,12.690524101257324,0,validation
23,0.13708433508872986,1,train
23,0.17559221386909485,1,validation
23,41.601715087890625,2,train
23,48.75935745239258,2,validation
24,1.798094391822815,0,train
24,12.521989822387695,0,validation
24,0.13568048179149628,1,train
24,0.17944879829883575,1,validation
24,39.796836853027344,2,train
24,47.65106964111328,2,validation
25,1.5023244619369507,0,train
25,11.593547821044922,0,validation
25,0.12447287887334824,1,train
25,0.17236420512199402,1,validation
25,38.9854736328125,2,train
25,46.785850524902344,2,validation
26,1.3018693923950195,0,train
26,11.263724327087402,0,validation
26,0.12353814393281937,1,train
26,0.17780084908008575,1,validation
26,37.735694885253906,2,train
26,45.55799102783203,2,validation
27,1.1291706562042236,0,train
27,10.081171035766602,0,validation
27,0.12177087366580963,1,train
27,0.1739557534456253,1,validation
27,38.49890899658203,2,train
27,45.838035583496094,2,validation
28,1.063921332359314,0,train
28,10.100384712219238,0,validation
28,0.1300652176141739,1,train
28,0.17928524315357208,1,validation
28,35.97198486328125,2,train
28,44.058250427246094,2,validation
29,0.9871355891227722,0,train
29,9.223189353942871,0,validation
29,0.12182246148586273,1,train
29,0.177688330411911,1,validation
29,35.07194137573242,2,train
29,43.180206298828125,2,validation
30,0.9194367527961731,0,train
30,8.529378890991211,0,validation
30,0.1311059594154358,1,train
30,0.18336190283298492,1,validation
30,34.49883270263672,2,train
30,42.85299301147461,2,validation
31,0.8519452810287476,0,train
31,7.9109601974487305,0,validation
31,0.11515529453754425,1,train
31,0.16676734387874603,1,validation
31,33.48910903930664,2,train
31,41.85268783569336,2,validation
32,0.8439633846282959,0,train
32,7.464792251586914,0,validation
32,0.12396005541086197,1,train
32,0.171751469373703,1,validation
32,33.562870025634766,2,train
32,41.95592498779297,2,validation
33,0.8330458402633667,0,train
33,6.69392728805542,0,validation
33,0.1120731383562088,1,train
33,0.1663394719362259,1,validation
33,32.37442398071289,2,train
33,40.82437515258789,2,validation
34,0.8139421343803406,0,train
34,6.902377605438232,0,validation
34,0.12160399556159973,1,train
34,0.1738968938589096,1,validation
34,31.93577003479004,2,train
34,40.69781494140625,2,validation
35,0.8042241930961609,0,train
